year,division,count-fatalities,source,population,per-capita,per-million
2020,New England,16,MPV,14847468,1.078E-06,1.078
2020,New England,19,WaPo,14847468,1.280E-06,1.280
2020,Pacific,357,FE,53441361,6.680E-06,6.680
2020,Pacific,279,FE_NV,53441361,5.221E-06,5.221
2020,Pacific,211,MPV,53441361,3.948E-06,3.948
2020,Pacific,199,WaPo,53441361,3.724E-06,3.724
2020,South Atlantic,495,FE,66392969,7.456E-06,7.456
2020,South Atlantic,349,FE_NV,66392969,5.257E-06,5.257
2020,South Atlantic,254,MPV,66392969,3.826E-06,3.826
2020,South Atlantic,249,WaPo,66392969,3.750E-06,3.750
2020,West North Central,143,FE,21481834,6.657E-06,6.657
2020,West North Central,100,FE_NV,21481834,4.655E-06,4.655
2020,West North Central,63,MPV,21481834,2.933E-06,2.933
2020,West North Central,55,WaPo,21481834,2.560E-06,2.560
2020,West South Central,306,FE,41017382,7.460E-06,7.460
2020,West South Central,218,FE_NV,41017382,5.315E-06,5.315
2020,West South Central,156,MPV,41017382,3.803E-06,3.803
2020,West South Central,138,WaPo,41017382,3.364E-06,3.364
