year,postal-code,state,division,count-fatalities,source,population,per-capita,per-million
2000,AK,Alaska,Pacific,4,FE,627963,6.3698E-06,6.3698
2000,AK,Alaska,Pacific,4,FE_NV,627963,6.3698E-06,6.3698
2001,AK,Alaska,Pacific,6,FE,633714,9.4680E-06,9.4680
2001,AK,Alaska,Pacific,2,FE_NV,633714,3.1560E-06,3.1560
2002,AK,Alaska,Pacific,9,FE,642337,1.4011E-05,14.0113
2002,AK,Alaska,Pacific,4,FE_NV,642337,6.2273E-06,6.2273
2003,AK,Alaska,Pacific,3,FE,648414,4.6267E-06,4.6267
2003,AK,Alaska,Pacific,3,FE_NV,648414,4.6267E-06,4.6267
2004,AK,Alaska,Pacific,3,FE,659286,4.5504E-06,4.5504
2004,AK,Alaska,Pacific,3,FE_NV,659286,4.5504E-06,4.5504
2005,AK,Alaska,Pacific,1,FE,666946,1.4994E-06,1.4994
2005,AK,Alaska,Pacific,1,FE_NV,666946,1.4994E-06,1.4994
2006,AK,Alaska,Pacific,3,FE,675302,4.4425E-06,4.4425
2006,AK,Alaska,Pacific,2,FE_NV,675302,2.9616E-06,2.9616
2007,AK,Alaska,Pacific,3,FE,680300,4.4098E-06,4.4098
2007,AK,Alaska,Pacific,3,FE_NV,680300,4.4098E-06,4.4098
2008,AK,Alaska,Pacific,8,FE,687455,1.1637E-05,11.6371
2008,AK,Alaska,Pacific,8,FE_NV,687455,1.1637E-05,11.6371
2009,AK,Alaska,Pacific,3,FE,698895,4.2925E-06,4.2925
2009,AK,Alaska,Pacific,3,FE_NV,698895,4.2925E-06,4.2925
2010,AK,Alaska,Pacific,6,FE,713982,8.4036E-06,8.4036
2010,AK,Alaska,Pacific,6,FE_NV,713982,8.4036E-06,8.4036
2011,AK,Alaska,Pacific,2,FE,722349,2.7687E-06,2.7687
2011,AK,Alaska,Pacific,2,FE_NV,722349,2.7687E-06,2.7687
2012,AK,Alaska,Pacific,7,FE,730810,9.5784E-06,9.5784
2012,AK,Alaska,Pacific,7,FE_NV,730810,9.5784E-06,9.5784
2013,AK,Alaska,Pacific,4,MPV,737626,5.4228E-06,5.4228
2013,AK,Alaska,Pacific,4,FE,737626,5.4228E-06,5.4228
2013,AK,Alaska,Pacific,4,FE_NV,737626,5.4228E-06,5.4228
2014,AK,Alaska,Pacific,2,MPV,737075,2.7134E-06,2.7134
2014,AK,Alaska,Pacific,4,FE,737075,5.4269E-06,5.4269
2014,AK,Alaska,Pacific,3,FE_NV,737075,4.0701E-06,4.0701
2015,AK,Alaska,Pacific,4,WaPo,738430,5.4169E-06,5.4169
2015,AK,Alaska,Pacific,5,Guardian,738430,6.7711E-06,6.7711
2015,AK,Alaska,Pacific,4,MPV,738430,5.4169E-06,5.4169
2015,AK,Alaska,Pacific,6,FE,738430,8.1253E-06,8.1253
2015,AK,Alaska,Pacific,6,FE_NV,738430,8.1253E-06,8.1253
2016,AK,Alaska,Pacific,7,WaPo,742575,9.4267E-06,9.4267
2016,AK,Alaska,Pacific,8,Guardian,742575,1.0773E-05,10.7733
2016,AK,Alaska,Pacific,7,MPV,742575,9.4267E-06,9.4267
2016,AK,Alaska,Pacific,10,FE,742575,1.3467E-05,13.4667
2016,AK,Alaska,Pacific,10,FE_NV,742575,1.3467E-05,13.4667
2017,AK,Alaska,Pacific,8,WaPo,740983,1.0796E-05,10.7965
2017,AK,Alaska,Pacific,8,MPV,740983,1.0796E-05,10.7965
2017,AK,Alaska,Pacific,12,FE,740983,1.6195E-05,16.1947
2017,AK,Alaska,Pacific,11,FE_NV,740983,1.4845E-05,14.8451
2018,AK,Alaska,Pacific,7,WaPo,736624,9.5028E-06,9.5028
2018,AK,Alaska,Pacific,8,MPV,736624,1.0860E-05,10.8604
2018,AK,Alaska,Pacific,8,FE,736624,1.0860E-05,10.8604
2018,AK,Alaska,Pacific,8,FE_NV,736624,1.0860E-05,10.8604
2019,AK,Alaska,Pacific,7,WaPo,733603,9.5419E-06,9.5419
2019,AK,Alaska,Pacific,7,MPV,733603,9.5419E-06,9.5419
2019,AK,Alaska,Pacific,8,FE,733603,1.0905E-05,10.9051
2019,AK,Alaska,Pacific,8,FE_NV,733603,1.0905E-05,10.9051
2020,AK,Alaska,Pacific,9,WaPo,731158,1.2309E-05,12.3092
2020,AK,Alaska,Pacific,8,MPV,731158,1.0942E-05,10.9415
2020,AK,Alaska,Pacific,11,FE,731158,1.5045E-05,15.0446
2020,AK,Alaska,Pacific,10,FE_NV,731158,1.3677E-05,13.6769
2000,AL,Alabama,East South Central,12,FE,4452173,2.6953E-06,2.6953
2000,AL,Alabama,East South Central,8,FE_NV,4452173,1.7969E-06,1.7969
2001,AL,Alabama,East South Central,12,FE,4467634,2.6860E-06,2.6860
2001,AL,Alabama,East South Central,10,FE_NV,4467634,2.2383E-06,2.2383
2002,AL,Alabama,East South Central,15,FE,4480089,3.3481E-06,3.3481
2002,AL,Alabama,East South Central,11,FE_NV,4480089,2.4553E-06,2.4553
2003,AL,Alabama,East South Central,24,FE,4503491,5.3292E-06,5.3292
2003,AL,Alabama,East South Central,20,FE_NV,4503491,4.4410E-06,4.4410
2004,AL,Alabama,East South Central,22,FE,4530729,4.8557E-06,4.8557
2004,AL,Alabama,East South Central,13,FE_NV,4530729,2.8693E-06,2.8693
2005,AL,Alabama,East South Central,24,FE,4569805,5.2519E-06,5.2519
2005,AL,Alabama,East South Central,18,FE_NV,4569805,3.9389E-06,3.9389
2006,AL,Alabama,East South Central,21,FE,4628981,4.5366E-06,4.5366
2006,AL,Alabama,East South Central,16,FE_NV,4628981,3.4565E-06,3.4565
2007,AL,Alabama,East South Central,25,FE,4672840,5.3501E-06,5.3501
2007,AL,Alabama,East South Central,17,FE_NV,4672840,3.6380E-06,3.6380
2008,AL,Alabama,East South Central,38,FE,4718206,8.0539E-06,8.0539
2008,AL,Alabama,East South Central,18,FE_NV,4718206,3.8150E-06,3.8150
2009,AL,Alabama,East South Central,36,FE,4757938,7.5663E-06,7.5663
2009,AL,Alabama,East South Central,25,FE_NV,4757938,5.2544E-06,5.2544
2010,AL,Alabama,East South Central,40,FE,4785514,8.3586E-06,8.3586
2010,AL,Alabama,East South Central,27,FE_NV,4785514,5.6420E-06,5.6420
2011,AL,Alabama,East South Central,22,FE,4799642,4.5837E-06,4.5837
2011,AL,Alabama,East South Central,17,FE_NV,4799642,3.5419E-06,3.5419
2012,AL,Alabama,East South Central,42,FE,4816632,8.7198E-06,8.7198
2012,AL,Alabama,East South Central,29,FE_NV,4816632,6.0208E-06,6.0208
2013,AL,Alabama,East South Central,22,MPV,4831586,4.5534E-06,4.5534
2013,AL,Alabama,East South Central,51,FE,4831586,1.0556E-05,10.5555
2013,AL,Alabama,East South Central,30,FE_NV,4831586,6.2091E-06,6.2091
2014,AL,Alabama,East South Central,18,MPV,4843737,3.7161E-06,3.7161
2014,AL,Alabama,East South Central,33,FE,4843737,6.8129E-06,6.8129
2014,AL,Alabama,East South Central,23,FE_NV,4843737,4.7484E-06,4.7484
2015,AL,Alabama,East South Central,17,WaPo,4854803,3.5017E-06,3.5017
2015,AL,Alabama,East South Central,19,Guardian,4854803,3.9137E-06,3.9137
2015,AL,Alabama,East South Central,18,MPV,4854803,3.7077E-06,3.7077
2015,AL,Alabama,East South Central,39,FE,4854803,8.0333E-06,8.0333
2015,AL,Alabama,East South Central,29,FE_NV,4854803,5.9735E-06,5.9735
2016,AL,Alabama,East South Central,25,WaPo,4866824,5.1368E-06,5.1368
2016,AL,Alabama,East South Central,27,Guardian,4866824,5.5478E-06,5.5478
2016,AL,Alabama,East South Central,26,MPV,4866824,5.3423E-06,5.3423
2016,AL,Alabama,East South Central,38,FE,4866824,7.8080E-06,7.8080
2016,AL,Alabama,East South Central,35,FE_NV,4866824,7.1915E-06,7.1915
2017,AL,Alabama,East South Central,25,WaPo,4877989,5.1251E-06,5.1251
2017,AL,Alabama,East South Central,26,MPV,4877989,5.3301E-06,5.3301
2017,AL,Alabama,East South Central,43,FE,4877989,8.8151E-06,8.8151
2017,AL,Alabama,East South Central,32,FE_NV,4877989,6.5601E-06,6.5601
2018,AL,Alabama,East South Central,13,WaPo,4891628,2.6576E-06,2.6576
2018,AL,Alabama,East South Central,15,MPV,4891628,3.0665E-06,3.0665
2018,AL,Alabama,East South Central,24,FE,4891628,4.9063E-06,4.9063
2018,AL,Alabama,East South Central,22,FE_NV,4891628,4.4975E-06,4.4975
2019,AL,Alabama,East South Central,11,WaPo,4907965,2.2413E-06,2.2413
2019,AL,Alabama,East South Central,13,MPV,4907965,2.6488E-06,2.6488
2019,AL,Alabama,East South Central,37,FE,4907965,7.5388E-06,7.5388
2019,AL,Alabama,East South Central,24,FE_NV,4907965,4.8900E-06,4.8900
2020,AL,Alabama,East South Central,16,WaPo,4921532,3.2510E-06,3.2510
2020,AL,Alabama,East South Central,18,MPV,4921532,3.6574E-06,3.6574
2020,AL,Alabama,East South Central,49,FE,4921532,9.9562E-06,9.9562
2020,AL,Alabama,East South Central,30,FE_NV,4921532,6.0957E-06,6.0957
2000,AR,Arkansas,West South Central,7,FE,2678588,2.6133E-06,2.6133
2000,AR,Arkansas,West South Central,4,FE_NV,2678588,1.4933E-06,1.4933
2001,AR,Arkansas,West South Central,11,FE,2691571,4.0868E-06,4.0868
2001,AR,Arkansas,West South Central,9,FE_NV,2691571,3.3438E-06,3.3438
2002,AR,Arkansas,West South Central,14,FE,2705927,5.1738E-06,5.1738
2002,AR,Arkansas,West South Central,10,FE_NV,2705927,3.6956E-06,3.6956
2003,AR,Arkansas,West South Central,11,FE,2724816,4.0370E-06,4.0370
2003,AR,Arkansas,West South Central,9,FE_NV,2724816,3.3030E-06,3.3030
2004,AR,Arkansas,West South Central,11,FE,2749686,4.0005E-06,4.0005
2004,AR,Arkansas,West South Central,8,FE_NV,2749686,2.9094E-06,2.9094
2005,AR,Arkansas,West South Central,9,FE,2781097,3.2361E-06,3.2361
2005,AR,Arkansas,West South Central,6,FE_NV,2781097,2.1574E-06,2.1574
2006,AR,Arkansas,West South Central,18,FE,2821761,6.3790E-06,6.3790
2006,AR,Arkansas,West South Central,15,FE_NV,2821761,5.3158E-06,5.3158
2007,AR,Arkansas,West South Central,16,FE,2848650,5.6167E-06,5.6167
2007,AR,Arkansas,West South Central,13,FE_NV,2848650,4.5636E-06,4.5636
2008,AR,Arkansas,West South Central,12,FE,2874554,4.1746E-06,4.1746
2008,AR,Arkansas,West South Central,12,FE_NV,2874554,4.1746E-06,4.1746
2009,AR,Arkansas,West South Central,22,FE,2896843,7.5945E-06,7.5945
2009,AR,Arkansas,West South Central,18,FE_NV,2896843,6.2137E-06,6.2137
2010,AR,Arkansas,West South Central,20,FE,2921998,6.8446E-06,6.8446
2010,AR,Arkansas,West South Central,17,FE_NV,2921998,5.8179E-06,5.8179
2011,AR,Arkansas,West South Central,15,FE,2941038,5.1002E-06,5.1002
2011,AR,Arkansas,West South Central,13,FE_NV,2941038,4.4202E-06,4.4202
2012,AR,Arkansas,West South Central,20,FE,2952876,6.7731E-06,6.7731
2012,AR,Arkansas,West South Central,20,FE_NV,2952876,6.7731E-06,6.7731
2013,AR,Arkansas,West South Central,16,MPV,2960459,5.4046E-06,5.4046
2013,AR,Arkansas,West South Central,20,FE,2960459,6.7557E-06,6.7557
2013,AR,Arkansas,West South Central,19,FE_NV,2960459,6.4179E-06,6.4179
2014,AR,Arkansas,West South Central,7,MPV,2968759,2.3579E-06,2.3579
2014,AR,Arkansas,West South Central,12,FE,2968759,4.0421E-06,4.0421
2014,AR,Arkansas,West South Central,8,FE_NV,2968759,2.6947E-06,2.6947
2015,AR,Arkansas,West South Central,5,WaPo,2979732,1.6780E-06,1.6780
2015,AR,Arkansas,West South Central,5,Guardian,2979732,1.6780E-06,1.6780
2015,AR,Arkansas,West South Central,5,MPV,2979732,1.6780E-06,1.6780
2015,AR,Arkansas,West South Central,11,FE,2979732,3.6916E-06,3.6916
2015,AR,Arkansas,West South Central,6,FE_NV,2979732,2.0136E-06,2.0136
2016,AR,Arkansas,West South Central,15,WaPo,2991815,5.0137E-06,5.0137
2016,AR,Arkansas,West South Central,22,Guardian,2991815,7.3534E-06,7.3534
2016,AR,Arkansas,West South Central,19,MPV,2991815,6.3507E-06,6.3507
2016,AR,Arkansas,West South Central,30,FE,2991815,1.0027E-05,10.0274
2016,AR,Arkansas,West South Central,20,FE_NV,2991815,6.6849E-06,6.6849
2017,AR,Arkansas,West South Central,12,WaPo,3003855,3.9949E-06,3.9949
2017,AR,Arkansas,West South Central,15,MPV,3003855,4.9936E-06,4.9936
2017,AR,Arkansas,West South Central,23,FE,3003855,7.6568E-06,7.6568
2017,AR,Arkansas,West South Central,18,FE_NV,3003855,5.9923E-06,5.9923
2018,AR,Arkansas,West South Central,20,WaPo,3012161,6.6398E-06,6.6398
2018,AR,Arkansas,West South Central,21,MPV,3012161,6.9717E-06,6.9717
2018,AR,Arkansas,West South Central,26,FE,3012161,8.6317E-06,8.6317
2018,AR,Arkansas,West South Central,21,FE_NV,3012161,6.9717E-06,6.9717
2019,AR,Arkansas,West South Central,21,WaPo,3020985,6.9514E-06,6.9514
2019,AR,Arkansas,West South Central,21,MPV,3020985,6.9514E-06,6.9514
2019,AR,Arkansas,West South Central,28,FE,3020985,9.2685E-06,9.2685
2019,AR,Arkansas,West South Central,27,FE_NV,3020985,8.9375E-06,8.9375
2020,AR,Arkansas,West South Central,11,WaPo,3030522,3.6297E-06,3.6297
2020,AR,Arkansas,West South Central,13,MPV,3030522,4.2897E-06,4.2897
2020,AR,Arkansas,West South Central,28,FE,3030522,9.2393E-06,9.2393
2020,AR,Arkansas,West South Central,15,FE_NV,3030522,4.9496E-06,4.9496
2000,AZ,Arizona,Mountain,19,FE,5160586,3.6818E-06,3.6818
2000,AZ,Arizona,Mountain,14,FE_NV,5160586,2.7129E-06,2.7129
2001,AZ,Arizona,Mountain,31,FE,5273477,5.8785E-06,5.8785
2001,AZ,Arizona,Mountain,27,FE_NV,5273477,5.1200E-06,5.1200
2002,AZ,Arizona,Mountain,20,FE,5396255,3.7063E-06,3.7063
2002,AZ,Arizona,Mountain,18,FE_NV,5396255,3.3356E-06,3.3356
2003,AZ,Arizona,Mountain,19,FE,5510364,3.4480E-06,3.4480
2003,AZ,Arizona,Mountain,18,FE_NV,5510364,3.2666E-06,3.2666
2004,AZ,Arizona,Mountain,42,FE,5652404,7.4305E-06,7.4305
2004,AZ,Arizona,Mountain,36,FE_NV,5652404,6.3690E-06,6.3690
2005,AZ,Arizona,Mountain,34,FE,5839077,5.8228E-06,5.8228
2005,AZ,Arizona,Mountain,30,FE_NV,5839077,5.1378E-06,5.1378
2006,AZ,Arizona,Mountain,36,FE,6029141,5.9710E-06,5.9710
2006,AZ,Arizona,Mountain,35,FE_NV,6029141,5.8051E-06,5.8051
2007,AZ,Arizona,Mountain,25,FE,6167681,4.0534E-06,4.0534
2007,AZ,Arizona,Mountain,21,FE_NV,6167681,3.4048E-06,3.4048
2008,AZ,Arizona,Mountain,23,FE,6280362,3.6622E-06,3.6622
2008,AZ,Arizona,Mountain,21,FE_NV,6280362,3.3438E-06,3.3438
2009,AZ,Arizona,Mountain,24,FE,6343154,3.7836E-06,3.7836
2009,AZ,Arizona,Mountain,22,FE_NV,6343154,3.4683E-06,3.4683
2010,AZ,Arizona,Mountain,30,FE,6407342,4.6821E-06,4.6821
2010,AZ,Arizona,Mountain,29,FE_NV,6407342,4.5261E-06,4.5261
2011,AZ,Arizona,Mountain,34,FE,6473416,5.2523E-06,5.2523
2011,AZ,Arizona,Mountain,34,FE_NV,6473416,5.2523E-06,5.2523
2012,AZ,Arizona,Mountain,44,FE,6556344,6.7111E-06,6.7111
2012,AZ,Arizona,Mountain,41,FE_NV,6556344,6.2535E-06,6.2535
2013,AZ,Arizona,Mountain,54,MPV,6634690,8.1390E-06,8.1390
2013,AZ,Arizona,Mountain,71,FE,6634690,1.0701E-05,10.7013
2013,AZ,Arizona,Mountain,56,FE_NV,6634690,8.4405E-06,8.4405
2014,AZ,Arizona,Mountain,44,MPV,6732873,6.5351E-06,6.5351
2014,AZ,Arizona,Mountain,57,FE,6732873,8.4659E-06,8.4659
2014,AZ,Arizona,Mountain,45,FE_NV,6732873,6.6836E-06,6.6836
2015,AZ,Arizona,Mountain,42,WaPo,6832810,6.1468E-06,6.1468
2015,AZ,Arizona,Mountain,44,Guardian,6832810,6.4395E-06,6.4395
2015,AZ,Arizona,Mountain,43,MPV,6832810,6.2932E-06,6.2932
2015,AZ,Arizona,Mountain,45,FE,6832810,6.5859E-06,6.5859
2015,AZ,Arizona,Mountain,44,FE_NV,6832810,6.4395E-06,6.4395
2016,AZ,Arizona,Mountain,50,WaPo,6944767,7.1997E-06,7.1997
2016,AZ,Arizona,Mountain,50,Guardian,6944767,7.1997E-06,7.1997
2016,AZ,Arizona,Mountain,50,MPV,6944767,7.1997E-06,7.1997
2016,AZ,Arizona,Mountain,64,FE,6944767,9.2156E-06,9.2156
2016,AZ,Arizona,Mountain,61,FE_NV,6944767,8.7836E-06,8.7836
2017,AZ,Arizona,Mountain,44,WaPo,7048088,6.2428E-06,6.2428
2017,AZ,Arizona,Mountain,48,MPV,7048088,6.8104E-06,6.8104
2017,AZ,Arizona,Mountain,61,FE,7048088,8.6548E-06,8.6548
2017,AZ,Arizona,Mountain,54,FE_NV,7048088,7.6617E-06,7.6617
2018,AZ,Arizona,Mountain,62,WaPo,7164228,8.6541E-06,8.6541
2018,AZ,Arizona,Mountain,67,MPV,7164228,9.3520E-06,9.3520
2018,AZ,Arizona,Mountain,74,FE,7164228,1.0329E-05,10.3291
2018,AZ,Arizona,Mountain,72,FE_NV,7164228,1.0050E-05,10.0499
2019,AZ,Arizona,Mountain,35,WaPo,7291843,4.7999E-06,4.7999
2019,AZ,Arizona,Mountain,37,MPV,7291843,5.0742E-06,5.0742
2019,AZ,Arizona,Mountain,45,FE,7291843,6.1713E-06,6.1713
2019,AZ,Arizona,Mountain,40,FE_NV,7291843,5.4856E-06,5.4856
2020,AZ,Arizona,Mountain,43,WaPo,7421401,5.7941E-06,5.7941
2020,AZ,Arizona,Mountain,45,MPV,7421401,6.0635E-06,6.0635
2020,AZ,Arizona,Mountain,61,FE,7421401,8.2195E-06,8.2195
2020,AZ,Arizona,Mountain,60,FE_NV,7421401,8.0847E-06,8.0847
2000,CA,California,Pacific,165,FE,33987977,4.8547E-06,4.8547
2000,CA,California,Pacific,137,FE_NV,33987977,4.0308E-06,4.0308
2001,CA,California,Pacific,184,FE,34479458,5.3365E-06,5.3365
2001,CA,California,Pacific,146,FE_NV,34479458,4.2344E-06,4.2344
2002,CA,California,Pacific,199,FE,34871843,5.7066E-06,5.7066
2002,CA,California,Pacific,152,FE_NV,34871843,4.3588E-06,4.3588
2003,CA,California,Pacific,229,FE,35253159,6.4959E-06,6.4959
2003,CA,California,Pacific,176,FE_NV,35253159,4.9925E-06,4.9925
2004,CA,California,Pacific,203,FE,35574576,5.7063E-06,5.7063
2004,CA,California,Pacific,175,FE_NV,35574576,4.9192E-06,4.9192
2005,CA,California,Pacific,245,FE,35827943,6.8382E-06,6.8382
2005,CA,California,Pacific,203,FE_NV,35827943,5.6660E-06,5.6660
2006,CA,California,Pacific,230,FE,36021202,6.3851E-06,6.3851
2006,CA,California,Pacific,180,FE_NV,36021202,4.9971E-06,4.9971
2007,CA,California,Pacific,209,FE,36250311,5.7655E-06,5.7655
2007,CA,California,Pacific,173,FE_NV,36250311,4.7724E-06,4.7724
2008,CA,California,Pacific,206,FE,36604337,5.6277E-06,5.6277
2008,CA,California,Pacific,177,FE_NV,36604337,4.8355E-06,4.8355
2009,CA,California,Pacific,214,FE,36961229,5.7899E-06,5.7899
2009,CA,California,Pacific,169,FE_NV,36961229,4.5724E-06,4.5724
2010,CA,California,Pacific,208,FE,37319550,5.5735E-06,5.5735
2010,CA,California,Pacific,176,FE_NV,37319550,4.7160E-06,4.7160
2011,CA,California,Pacific,251,FE,37636311,6.6691E-06,6.6691
2011,CA,California,Pacific,205,FE_NV,37636311,5.4469E-06,5.4469
2012,CA,California,Pacific,237,FE,37944551,6.2460E-06,6.2460
2012,CA,California,Pacific,210,FE_NV,37944551,5.5344E-06,5.5344
2013,CA,California,Pacific,193,MPV,38253768,5.0453E-06,5.0453
2013,CA,California,Pacific,281,FE,38253768,7.3457E-06,7.3457
2013,CA,California,Pacific,222,FE_NV,38253768,5.8033E-06,5.8033
2014,CA,California,Pacific,167,MPV,38586706,4.3279E-06,4.3279
2014,CA,California,Pacific,239,FE,38586706,6.1938E-06,6.1938
2014,CA,California,Pacific,181,FE_NV,38586706,4.6907E-06,4.6907
2015,CA,California,Pacific,190,WaPo,38904296,4.8838E-06,4.8838
2015,CA,California,Pacific,211,Guardian,38904296,5.4236E-06,5.4236
2015,CA,California,Pacific,200,MPV,38904296,5.1408E-06,5.1408
2015,CA,California,Pacific,268,FE,38904296,6.8887E-06,6.8887
2015,CA,California,Pacific,220,FE_NV,38904296,5.6549E-06,5.6549
2016,CA,California,Pacific,138,WaPo,39149186,3.5250E-06,3.5250
2016,CA,California,Pacific,161,Guardian,39149186,4.1125E-06,4.1125
2016,CA,California,Pacific,157,MPV,39149186,4.0103E-06,4.0103
2016,CA,California,Pacific,208,FE,39149186,5.3130E-06,5.3130
2016,CA,California,Pacific,185,FE_NV,39149186,4.7255E-06,4.7255
2017,CA,California,Pacific,161,WaPo,39337785,4.0928E-06,4.0928
2017,CA,California,Pacific,180,MPV,39337785,4.5758E-06,4.5758
2017,CA,California,Pacific,234,FE,39337785,5.9485E-06,5.9485
2017,CA,California,Pacific,201,FE_NV,39337785,5.1096E-06,5.1096
2018,CA,California,Pacific,114,WaPo,39437463,2.8907E-06,2.8907
2018,CA,California,Pacific,143,MPV,39437463,3.6260E-06,3.6260
2018,CA,California,Pacific,207,FE,39437463,5.2488E-06,5.2488
2018,CA,California,Pacific,170,FE_NV,39437463,4.3106E-06,4.3106
2019,CA,California,Pacific,135,WaPo,39437610,3.4231E-06,3.4231
2019,CA,California,Pacific,145,MPV,39437610,3.6767E-06,3.6767
2019,CA,California,Pacific,219,FE,39437610,5.5531E-06,5.5531
2019,CA,California,Pacific,177,FE_NV,39437610,4.4881E-06,4.4881
2020,CA,California,Pacific,141,WaPo,39368078,3.5816E-06,3.5816
2020,CA,California,Pacific,152,MPV,39368078,3.8610E-06,3.8610
2020,CA,California,Pacific,262,FE,39368078,6.6551E-06,6.6551
2020,CA,California,Pacific,194,FE_NV,39368078,4.9279E-06,4.9279
2000,CO,Colorado,Mountain,17,FE,4326921,3.9289E-06,3.9289
2000,CO,Colorado,Mountain,9,FE_NV,4326921,2.0800E-06,2.0800
2001,CO,Colorado,Mountain,22,FE,4425687,4.9710E-06,4.9710
2001,CO,Colorado,Mountain,17,FE_NV,4425687,3.8412E-06,3.8412
2002,CO,Colorado,Mountain,18,FE,4490406,4.0085E-06,4.0085
2002,CO,Colorado,Mountain,16,FE_NV,4490406,3.5632E-06,3.5632
2003,CO,Colorado,Mountain,31,FE,4528732,6.8452E-06,6.8452
2003,CO,Colorado,Mountain,25,FE_NV,4528732,5.5203E-06,5.5203
2004,CO,Colorado,Mountain,22,FE,4575013,4.8087E-06,4.8087
2004,CO,Colorado,Mountain,21,FE_NV,4575013,4.5902E-06,4.5902
2005,CO,Colorado,Mountain,21,FE,4631888,4.5338E-06,4.5338
2005,CO,Colorado,Mountain,14,FE_NV,4631888,3.0225E-06,3.0225
2006,CO,Colorado,Mountain,25,FE,4720423,5.2961E-06,5.2961
2006,CO,Colorado,Mountain,21,FE_NV,4720423,4.4488E-06,4.4488
2007,CO,Colorado,Mountain,19,FE,4803868,3.9551E-06,3.9551
2007,CO,Colorado,Mountain,12,FE_NV,4803868,2.4980E-06,2.4980
2008,CO,Colorado,Mountain,14,FE,4889730,2.8631E-06,2.8631
2008,CO,Colorado,Mountain,14,FE_NV,4889730,2.8631E-06,2.8631
2009,CO,Colorado,Mountain,21,FE,4972195,4.2235E-06,4.2235
2009,CO,Colorado,Mountain,17,FE_NV,4972195,3.4190E-06,3.4190
2010,CO,Colorado,Mountain,25,FE,5047539,4.9529E-06,4.9529
2010,CO,Colorado,Mountain,24,FE_NV,5047539,4.7548E-06,4.7548
2011,CO,Colorado,Mountain,28,FE,5121900,5.4667E-06,5.4667
2011,CO,Colorado,Mountain,26,FE_NV,5121900,5.0762E-06,5.0762
2012,CO,Colorado,Mountain,30,FE,5193660,5.7763E-06,5.7763
2012,CO,Colorado,Mountain,25,FE_NV,5193660,4.8136E-06,4.8136
2013,CO,Colorado,Mountain,21,MPV,5270774,3.9842E-06,3.9842
2013,CO,Colorado,Mountain,29,FE,5270774,5.5020E-06,5.5020
2013,CO,Colorado,Mountain,24,FE_NV,5270774,4.5534E-06,4.5534
2014,CO,Colorado,Mountain,22,MPV,5352637,4.1101E-06,4.1101
2014,CO,Colorado,Mountain,26,FE,5352637,4.8574E-06,4.8574
2014,CO,Colorado,Mountain,23,FE_NV,5352637,4.2969E-06,4.2969
2015,CO,Colorado,Mountain,29,WaPo,5454328,5.3169E-06,5.3169
2015,CO,Colorado,Mountain,32,Guardian,5454328,5.8669E-06,5.8669
2015,CO,Colorado,Mountain,29,MPV,5454328,5.3169E-06,5.3169
2015,CO,Colorado,Mountain,30,FE,5454328,5.5002E-06,5.5002
2015,CO,Colorado,Mountain,29,FE_NV,5454328,5.3169E-06,5.3169
2016,CO,Colorado,Mountain,31,WaPo,5543844,5.5918E-06,5.5918
2016,CO,Colorado,Mountain,32,Guardian,5543844,5.7722E-06,5.7722
2016,CO,Colorado,Mountain,31,MPV,5543844,5.5918E-06,5.5918
2016,CO,Colorado,Mountain,36,FE,5543844,6.4937E-06,6.4937
2016,CO,Colorado,Mountain,34,FE_NV,5543844,6.1329E-06,6.1329
2017,CO,Colorado,Mountain,31,WaPo,5617421,5.5185E-06,5.5185
2017,CO,Colorado,Mountain,35,MPV,5617421,6.2306E-06,6.2306
2017,CO,Colorado,Mountain,46,FE,5617421,8.1888E-06,8.1888
2017,CO,Colorado,Mountain,42,FE_NV,5617421,7.4767E-06,7.4767
2018,CO,Colorado,Mountain,44,WaPo,5697155,7.7232E-06,7.7232
2018,CO,Colorado,Mountain,48,MPV,5697155,8.4253E-06,8.4253
2018,CO,Colorado,Mountain,64,FE,5697155,1.1234E-05,11.2337
2018,CO,Colorado,Mountain,57,FE_NV,5697155,1.0005E-05,10.0050
2019,CO,Colorado,Mountain,36,WaPo,5758486,6.2516E-06,6.2516
2019,CO,Colorado,Mountain,41,MPV,5758486,7.1199E-06,7.1199
2019,CO,Colorado,Mountain,62,FE,5758486,1.0767E-05,10.7667
2019,CO,Colorado,Mountain,59,FE_NV,5758486,1.0246E-05,10.2457
2020,CO,Colorado,Mountain,42,WaPo,5807719,7.2318E-06,7.2318
2020,CO,Colorado,Mountain,42,MPV,5807719,7.2318E-06,7.2318
2020,CO,Colorado,Mountain,55,FE,5807719,9.4702E-06,9.4702
2020,CO,Colorado,Mountain,47,FE_NV,5807719,8.0927E-06,8.0927
2000,CT,Connecticut,New England,1,FE,3411777,2.9310E-07,0.2931
2000,CT,Connecticut,New England,1,FE_NV,3411777,2.9310E-07,0.2931
2001,CT,Connecticut,New England,3,FE,3432835,8.7391E-07,0.8739
2001,CT,Connecticut,New England,3,FE_NV,3432835,8.7391E-07,0.8739
2002,CT,Connecticut,New England,3,FE,3458749,8.6737E-07,0.8674
2002,CT,Connecticut,New England,2,FE_NV,3458749,5.7824E-07,0.5782
2003,CT,Connecticut,New England,3,FE,3484336,8.6100E-07,0.8610
2003,CT,Connecticut,New England,3,FE_NV,3484336,8.6100E-07,0.8610
