year,postal-code,state,division,count-fatalities,source,population,per-capita,per-million
2015,PA,Pennsylvania,Middle Atlantic,21,MPV,12789838,1.6419E-06,1.6419
2015,PA,Pennsylvania,Middle Atlantic,48,FE,12789838,3.7530E-06,3.7530
2015,PA,Pennsylvania,Middle Atlantic,33,FE_NV,12789838,2.5802E-06,2.5802
2016,PA,Pennsylvania,Middle Atlantic,22,WaPo,12788468,1.7203E-06,1.7203
2016,PA,Pennsylvania,Middle Atlantic,24,Guardian,12788468,1.8767E-06,1.8767
2016,PA,Pennsylvania,Middle Atlantic,24,MPV,12788468,1.8767E-06,1.8767
2016,PA,Pennsylvania,Middle Atlantic,35,FE,12788468,2.7368E-06,2.7368
2016,PA,Pennsylvania,Middle Atlantic,29,FE_NV,12788468,2.2677E-06,2.2677
2017,PA,Pennsylvania,Middle Atlantic,23,WaPo,12794679,1.7976E-06,1.7976
2017,PA,Pennsylvania,Middle Atlantic,26,MPV,12794679,2.0321E-06,2.0321
2017,PA,Pennsylvania,Middle Atlantic,51,FE,12794679,3.9860E-06,3.9860
2017,PA,Pennsylvania,Middle Atlantic,43,FE_NV,12794679,3.3608E-06,3.3608
2018,PA,Pennsylvania,Middle Atlantic,23,WaPo,12809107,1.7956E-06,1.7956
2018,PA,Pennsylvania,Middle Atlantic,31,MPV,12809107,2.4202E-06,2.4202
2018,PA,Pennsylvania,Middle Atlantic,51,FE,12809107,3.9815E-06,3.9815
2018,PA,Pennsylvania,Middle Atlantic,45,FE_NV,12809107,3.5131E-06,3.5131
2019,PA,Pennsylvania,Middle Atlantic,14,WaPo,12798883,1.0938E-06,1.0938
2019,PA,Pennsylvania,Middle Atlantic,15,MPV,12798883,1.1720E-06,1.1720
2019,PA,Pennsylvania,Middle Atlantic,26,FE,12798883,2.0314E-06,2.0314
2019,PA,Pennsylvania,Middle Atlantic,22,FE_NV,12798883,1.7189E-06,1.7189
2020,PA,Pennsylvania,Middle Atlantic,19,WaPo,12783254,1.4863E-06,1.4863
2020,PA,Pennsylvania,Middle Atlantic,21,MPV,12783254,1.6428E-06,1.6428
2020,PA,Pennsylvania,Middle Atlantic,48,FE,12783254,3.7549E-06,3.7549
2020,PA,Pennsylvania,Middle Atlantic,39,FE_NV,12783254,3.0509E-06,3.0509
2000,RI,Rhode Island,New England,1,FE,1050268,9.5214E-07,0.9521
2000,RI,Rhode Island,New England,1,FE_NV,1050268,9.5214E-07,0.9521
2001,RI,Rhode Island,New England,2,FE,1057142,1.8919E-06,1.8919
2001,RI,Rhode Island,New England,2,FE_NV,1057142,1.8919E-06,1.8919
2002,RI,Rhode Island,New England,0,FE_NV,1065995,0.0000E+00,0.0000
2002,RI,Rhode Island,New England,1,FE,1065995,9.3809E-07,0.9381
2003,RI,Rhode Island,New England,0,FE,1071342,0.0000E+00,0.0000
2003,RI,Rhode Island,New England,0,FE_NV,1071342,0.0000E+00,0.0000
2004,RI,Rhode Island,New England,1,FE,1074579,9.3060E-07,0.9306
2004,RI,Rhode Island,New England,1,FE_NV,1074579,9.3060E-07,0.9306
2005,RI,Rhode Island,New England,1,FE,1067916,9.3640E-07,0.9364
2005,RI,Rhode Island,New England,1,FE_NV,1067916,9.3640E-07,0.9364
2006,RI,Rhode Island,New England,4,FE,1063096,3.7626E-06,3.7626
2006,RI,Rhode Island,New England,4,FE_NV,1063096,3.7626E-06,3.7626
2007,RI,Rhode Island,New England,3,FE,1057315,2.8374E-06,2.8374
2007,RI,Rhode Island,New England,3,FE_NV,1057315,2.8374E-06,2.8374
2008,RI,Rhode Island,New England,2,FE,1055003,1.8957E-06,1.8957
2008,RI,Rhode Island,New England,2,FE_NV,1055003,1.8957E-06,1.8957
2009,RI,Rhode Island,New England,1,FE,1053646,9.4909E-07,0.9491
2009,RI,Rhode Island,New England,1,FE_NV,1053646,9.4909E-07,0.9491
2010,RI,Rhode Island,New England,0,FE,1053994,0.0000E+00,0.0000
2010,RI,Rhode Island,New England,0,FE_NV,1053994,0.0000E+00,0.0000
2011,RI,Rhode Island,New England,1,FE,1053829,9.4892E-07,0.9489
2011,RI,Rhode Island,New England,1,FE_NV,1053829,9.4892E-07,0.9489
2012,RI,Rhode Island,New England,1,FE,1054893,9.4796E-07,0.9480
2012,RI,Rhode Island,New England,1,FE_NV,1054893,9.4796E-07,0.9480
2013,RI,Rhode Island,New England,1,MPV,1055560,9.4736E-07,0.9474
2013,RI,Rhode Island,New England,1,FE,1055560,9.4736E-07,0.9474
2013,RI,Rhode Island,New England,1,FE_NV,1055560,9.4736E-07,0.9474
2014,RI,Rhode Island,New England,1,MPV,1056511,9.4651E-07,0.9465
2014,RI,Rhode Island,New England,1,FE,1056511,9.4651E-07,0.9465
2014,RI,Rhode Island,New England,1,FE_NV,1056511,9.4651E-07,0.9465
2015,RI,Rhode Island,New England,0,WaPo,1056886,0.0000E+00,0.0000
2015,RI,Rhode Island,New England,0,MPV,1056886,0.0000E+00,0.0000
2015,RI,Rhode Island,New England,1,Guardian,1056886,9.4618E-07,0.9462
2015,RI,Rhode Island,New England,1,FE,1056886,9.4618E-07,0.9462
2015,RI,Rhode Island,New England,1,FE_NV,1056886,9.4618E-07,0.9462
2016,RI,Rhode Island,New England,2,WaPo,1057816,1.8907E-06,1.8907
2016,RI,Rhode Island,New England,2,Guardian,1057816,1.8907E-06,1.8907
2016,RI,Rhode Island,New England,2,MPV,1057816,1.8907E-06,1.8907
2016,RI,Rhode Island,New England,2,FE,1057816,1.8907E-06,1.8907
2016,RI,Rhode Island,New England,2,FE_NV,1057816,1.8907E-06,1.8907
2017,RI,Rhode Island,New England,1,WaPo,1056554,9.4647E-07,0.9465
2017,RI,Rhode Island,New England,1,MPV,1056554,9.4647E-07,0.9465
2017,RI,Rhode Island,New England,1,FE,1056554,9.4647E-07,0.9465
2017,RI,Rhode Island,New England,1,FE_NV,1056554,9.4647E-07,0.9465
2018,RI,Rhode Island,New England,1,WaPo,1059338,9.4399E-07,0.9440
2018,RI,Rhode Island,New England,1,MPV,1059338,9.4399E-07,0.9440
2018,RI,Rhode Island,New England,2,FE,1059338,1.8880E-06,1.8880
2018,RI,Rhode Island,New England,1,FE_NV,1059338,9.4399E-07,0.9440
2019,RI,Rhode Island,New England,0,WaPo,1058158,0.0000E+00,0.0000
2019,RI,Rhode Island,New England,0,MPV,1058158,0.0000E+00,0.0000
2019,RI,Rhode Island,New England,0,FE,1058158,0.0000E+00,0.0000
2019,RI,Rhode Island,New England,0,FE_NV,1058158,0.0000E+00,0.0000
2020,RI,Rhode Island,New England,2,FE,1057125,1.8919E-06,1.8919
2020,RI,Rhode Island,New England,0,WaPo,1057125,0.0000E+00,0.0000
2020,RI,Rhode Island,New England,0,MPV,1057125,0.0000E+00,0.0000
2020,RI,Rhode Island,New England,2,FE_NV,1057125,1.8919E-06,1.8919
2000,SC,South Carolina,South Atlantic,19,FE,4024223,4.7214E-06,4.7214
2000,SC,South Carolina,South Atlantic,13,FE_NV,4024223,3.2304E-06,3.2304
2001,SC,South Carolina,South Atlantic,11,FE,4064995,2.7060E-06,2.7060
2001,SC,South Carolina,South Atlantic,7,FE_NV,4064995,1.7220E-06,1.7220
2002,SC,South Carolina,South Atlantic,16,FE,4107795,3.8950E-06,3.8950
2002,SC,South Carolina,South Atlantic,9,FE_NV,4107795,2.1910E-06,2.1910
2003,SC,South Carolina,South Atlantic,23,FE,4150297,5.5418E-06,5.5418
2003,SC,South Carolina,South Atlantic,17,FE_NV,4150297,4.0961E-06,4.0961
2004,SC,South Carolina,South Atlantic,18,FE,4210921,4.2746E-06,4.2746
2004,SC,South Carolina,South Atlantic,12,FE_NV,4210921,2.8497E-06,2.8497
2005,SC,South Carolina,South Atlantic,11,FE,4270150,2.5760E-06,2.5760
2005,SC,South Carolina,South Atlantic,8,FE_NV,4270150,1.8735E-06,1.8735
2006,SC,South Carolina,South Atlantic,26,FE,4357847,5.9662E-06,5.9662
2006,SC,South Carolina,South Atlantic,17,FE_NV,4357847,3.9010E-06,3.9010
2007,SC,South Carolina,South Atlantic,17,FE,4444110,3.8253E-06,3.8253
2007,SC,South Carolina,South Atlantic,14,FE_NV,4444110,3.1502E-06,3.1502
2008,SC,South Carolina,South Atlantic,23,FE,4528996,5.0784E-06,5.0784
2008,SC,South Carolina,South Atlantic,15,FE_NV,4528996,3.3120E-06,3.3120
2009,SC,South Carolina,South Atlantic,26,FE,4589872,5.6646E-06,5.6646
2009,SC,South Carolina,South Atlantic,19,FE_NV,4589872,4.1395E-06,4.1395
2010,SC,South Carolina,South Atlantic,28,FE,4635846,6.0399E-06,6.0399
2010,SC,South Carolina,South Atlantic,22,FE_NV,4635846,4.7456E-06,4.7456
2011,SC,South Carolina,South Atlantic,30,FE,4672655,6.4203E-06,6.4203
2011,SC,South Carolina,South Atlantic,25,FE_NV,4672655,5.3503E-06,5.3503
2012,SC,South Carolina,South Atlantic,29,FE,4719027,6.1453E-06,6.1453
2012,SC,South Carolina,South Atlantic,18,FE_NV,4719027,3.8143E-06,3.8143
2013,SC,South Carolina,South Atlantic,15,MPV,4766469,3.1470E-06,3.1470
2013,SC,South Carolina,South Atlantic,47,FE,4766469,9.8605E-06,9.8605
2013,SC,South Carolina,South Atlantic,28,FE_NV,4766469,5.8744E-06,5.8744
2014,SC,South Carolina,South Atlantic,19,MPV,4826858,3.9363E-06,3.9363
2014,SC,South Carolina,South Atlantic,33,FE,4826858,6.8367E-06,6.8367
2014,SC,South Carolina,South Atlantic,21,FE_NV,4826858,4.3507E-06,4.3507
2015,SC,South Carolina,South Atlantic,19,WaPo,4896006,3.8807E-06,3.8807
2015,SC,South Carolina,South Atlantic,21,Guardian,4896006,4.2892E-06,4.2892
2015,SC,South Carolina,South Atlantic,20,MPV,4896006,4.0850E-06,4.0850
2015,SC,South Carolina,South Atlantic,34,FE,4896006,6.9444E-06,6.9444
2015,SC,South Carolina,South Atlantic,25,FE_NV,4896006,5.1062E-06,5.1062
2016,SC,South Carolina,South Atlantic,17,WaPo,4963031,3.4253E-06,3.4253
2016,SC,South Carolina,South Atlantic,18,Guardian,4963031,3.6268E-06,3.6268
2016,SC,South Carolina,South Atlantic,18,MPV,4963031,3.6268E-06,3.6268
2016,SC,South Carolina,South Atlantic,28,FE,4963031,5.6417E-06,5.6417
2016,SC,South Carolina,South Atlantic,25,FE_NV,4963031,5.0372E-06,5.0372
2017,SC,South Carolina,South Atlantic,12,WaPo,5027102,2.3871E-06,2.3871
2017,SC,South Carolina,South Atlantic,12,MPV,5027102,2.3871E-06,2.3871
2017,SC,South Carolina,South Atlantic,26,FE,5027102,5.1720E-06,5.1720
2017,SC,South Carolina,South Atlantic,20,FE_NV,5027102,3.9784E-06,3.9784
2018,SC,South Carolina,South Atlantic,12,WaPo,5091702,2.3568E-06,2.3568
2018,SC,South Carolina,South Atlantic,15,MPV,5091702,2.9460E-06,2.9460
2018,SC,South Carolina,South Atlantic,37,FE,5091702,7.2667E-06,7.2667
2018,SC,South Carolina,South Atlantic,23,FE_NV,5091702,4.5172E-06,4.5172
2019,SC,South Carolina,South Atlantic,18,WaPo,5157702,3.4899E-06,3.4899
2019,SC,South Carolina,South Atlantic,20,MPV,5157702,3.8777E-06,3.8777
2019,SC,South Carolina,South Atlantic,37,FE,5157702,7.1737E-06,7.1737
2019,SC,South Carolina,South Atlantic,23,FE_NV,5157702,4.4594E-06,4.4594
2020,SC,South Carolina,South Atlantic,14,WaPo,5218040,2.6830E-06,2.6830
2020,SC,South Carolina,South Atlantic,14,MPV,5218040,2.6830E-06,2.6830
2020,SC,South Carolina,South Atlantic,41,FE,5218040,7.8574E-06,7.8574
2020,SC,South Carolina,South Atlantic,23,FE_NV,5218040,4.4078E-06,4.4078
2000,SD,South Dakota,West North Central,0,FE,755844,0.0000E+00,0.0000
2001,SD,South Dakota,West North Central,0,FE,757972,0.0000E+00,0.0000
2002,SD,South Dakota,West North Central,0,FE,760020,0.0000E+00,0.0000
2000,SD,South Dakota,West North Central,0,FE_NV,755844,0.0000E+00,0.0000
2001,SD,South Dakota,West North Central,0,FE_NV,757972,0.0000E+00,0.0000
2002,SD,South Dakota,West North Central,0,FE_NV,760020,0.0000E+00,0.0000
2003,SD,South Dakota,West North Central,3,FE,763729,3.9281E-06,3.9281
2003,SD,South Dakota,West North Central,3,FE_NV,763729,3.9281E-06,3.9281
2004,SD,South Dakota,West North Central,1,FE,770396,1.2980E-06,1.2980
2004,SD,South Dakota,West North Central,1,FE_NV,770396,1.2980E-06,1.2980
2005,SD,South Dakota,West North Central,1,FE,775493,1.2895E-06,1.2895
2005,SD,South Dakota,West North Central,1,FE_NV,775493,1.2895E-06,1.2895
2006,SD,South Dakota,West North Central,0,FE,783033,0.0000E+00,0.0000
2006,SD,South Dakota,West North Central,0,FE_NV,783033,0.0000E+00,0.0000
2007,SD,South Dakota,West North Central,5,FE,791623,6.3161E-06,6.3161
2007,SD,South Dakota,West North Central,2,FE_NV,791623,2.5265E-06,2.5265
2008,SD,South Dakota,West North Central,0,FE,799124,0.0000E+00,0.0000
2009,SD,South Dakota,West North Central,0,FE,807067,0.0000E+00,0.0000
2008,SD,South Dakota,West North Central,0,FE_NV,799124,0.0000E+00,0.0000
2009,SD,South Dakota,West North Central,0,FE_NV,807067,0.0000E+00,0.0000
2010,SD,South Dakota,West North Central,2,FE,816193,2.4504E-06,2.4504
2010,SD,South Dakota,West North Central,2,FE_NV,816193,2.4504E-06,2.4504
2011,SD,South Dakota,West North Central,4,FE,823740,4.8559E-06,4.8559
2011,SD,South Dakota,West North Central,4,FE_NV,823740,4.8559E-06,4.8559
2012,SD,South Dakota,West North Central,0,FE_NV,833859,0.0000E+00,0.0000
2012,SD,South Dakota,West North Central,0,FE,833859,0.0000E+00,0.0000
2013,SD,South Dakota,West North Central,2,MPV,842751,2.3732E-06,2.3732
2013,SD,South Dakota,West North Central,5,FE,842751,5.9330E-06,5.9330
2013,SD,South Dakota,West North Central,2,FE_NV,842751,2.3732E-06,2.3732
2014,SD,South Dakota,West North Central,3,MPV,849670,3.5308E-06,3.5308
2014,SD,South Dakota,West North Central,3,FE,849670,3.5308E-06,3.5308
2014,SD,South Dakota,West North Central,3,FE_NV,849670,3.5308E-06,3.5308
2015,SD,South Dakota,West North Central,3,WaPo,854663,3.5102E-06,3.5102
2015,SD,South Dakota,West North Central,2,Guardian,854663,2.3401E-06,2.3401
2015,SD,South Dakota,West North Central,3,MPV,854663,3.5102E-06,3.5102
2015,SD,South Dakota,West North Central,5,FE,854663,5.8503E-06,5.8503
2015,SD,South Dakota,West North Central,4,FE_NV,854663,4.6802E-06,4.6802
2016,SD,South Dakota,West North Central,4,WaPo,863693,4.6313E-06,4.6313
2016,SD,South Dakota,West North Central,6,Guardian,863693,6.9469E-06,6.9469
2016,SD,South Dakota,West North Central,6,MPV,863693,6.9469E-06,6.9469
2016,SD,South Dakota,West North Central,6,FE,863693,6.9469E-06,6.9469
2016,SD,South Dakota,West North Central,6,FE_NV,863693,6.9469E-06,6.9469
2017,SD,South Dakota,West North Central,3,WaPo,873732,3.4335E-06,3.4335
2017,SD,South Dakota,West North Central,3,MPV,873732,3.4335E-06,3.4335
2017,SD,South Dakota,West North Central,3,FE,873732,3.4335E-06,3.4335
2017,SD,South Dakota,West North Central,3,FE_NV,873732,3.4335E-06,3.4335
2018,SD,South Dakota,West North Central,3,WaPo,879386,3.4115E-06,3.4115
2018,SD,South Dakota,West North Central,4,MPV,879386,4.5486E-06,4.5486
2018,SD,South Dakota,West North Central,10,FE,879386,1.1372E-05,11.3716
2018,SD,South Dakota,West North Central,5,FE_NV,879386,5.6858E-06,5.6858
2019,SD,South Dakota,West North Central,3,WaPo,887127,3.3817E-06,3.3817
2019,SD,South Dakota,West North Central,4,MPV,887127,4.5089E-06,4.5089
2019,SD,South Dakota,West North Central,4,FE,887127,4.5089E-06,4.5089
2019,SD,South Dakota,West North Central,4,FE_NV,887127,4.5089E-06,4.5089
2020,SD,South Dakota,West North Central,2,WaPo,892717,2.2404E-06,2.2404
2020,SD,South Dakota,West North Central,2,MPV,892717,2.2404E-06,2.2404
2020,SD,South Dakota,West North Central,5,FE,892717,5.6009E-06,5.6009
2020,SD,South Dakota,West North Central,4,FE_NV,892717,4.4807E-06,4.4807
2000,TN,Tennessee,East South Central,20,FE,5703719,3.5065E-06,3.5065
2000,TN,Tennessee,East South Central,15,FE_NV,5703719,2.6299E-06,2.6299
2001,TN,Tennessee,East South Central,27,FE,5750789,4.6950E-06,4.6950
2001,TN,Tennessee,East South Central,24,FE_NV,5750789,4.1733E-06,4.1733
2002,TN,Tennessee,East South Central,24,FE,5795918,4.1408E-06,4.1408
2002,TN,Tennessee,East South Central,18,FE_NV,5795918,3.1056E-06,3.1056
2003,TN,Tennessee,East South Central,24,FE,5847812,4.1041E-06,4.1041
2003,TN,Tennessee,East South Central,14,FE_NV,5847812,2.3941E-06,2.3941
2004,TN,Tennessee,East South Central,28,FE,5910809,4.7371E-06,4.7371
2004,TN,Tennessee,East South Central,20,FE_NV,5910809,3.3836E-06,3.3836
2005,TN,Tennessee,East South Central,18,FE,5991057,3.0045E-06,3.0045
2005,TN,Tennessee,East South Central,16,FE_NV,5991057,2.6706E-06,2.6706
2006,TN,Tennessee,East South Central,31,FE,6088766,5.0913E-06,5.0913
2006,TN,Tennessee,East South Central,25,FE_NV,6088766,4.1059E-06,4.1059
2007,TN,Tennessee,East South Central,25,FE,6175727,4.0481E-06,4.0481
2007,TN,Tennessee,East South Central,21,FE_NV,6175727,3.4004E-06,3.4004
2008,TN,Tennessee,East South Central,25,FE,6247411,4.0017E-06,4.0017
2008,TN,Tennessee,East South Central,16,FE_NV,6247411,2.5611E-06,2.5611
2009,TN,Tennessee,East South Central,19,FE,6306019,3.0130E-06,3.0130
2009,TN,Tennessee,East South Central,16,FE_NV,6306019,2.5373E-06,2.5373
2010,TN,Tennessee,East South Central,26,FE,6355518,4.0909E-06,4.0909
2010,TN,Tennessee,East South Central,24,FE_NV,6355518,3.7762E-06,3.7762
2011,TN,Tennessee,East South Central,20,FE,6400298,3.1249E-06,3.1249
2011,TN,Tennessee,East South Central,19,FE_NV,6400298,2.9686E-06,2.9686
2012,TN,Tennessee,East South Central,34,FE,6455752,5.2666E-06,5.2666
2012,TN,Tennessee,East South Central,25,FE_NV,6455752,3.8725E-06,3.8725
2013,TN,Tennessee,East South Central,21,MPV,6496943,3.2323E-06,3.2323
2013,TN,Tennessee,East South Central,33,FE,6496943,5.0793E-06,5.0793
2013,TN,Tennessee,East South Central,24,FE_NV,6496943,3.6940E-06,3.6940
2014,TN,Tennessee,East South Central,22,MPV,6544617,3.3615E-06,3.3615
2014,TN,Tennessee,East South Central,34,FE,6544617,5.1951E-06,5.1951
2014,TN,Tennessee,East South Central,25,FE_NV,6544617,3.8199E-06,3.8199
2015,TN,Tennessee,East South Central,20,WaPo,6595354,3.0324E-06,3.0324
2015,TN,Tennessee,East South Central,21,Guardian,6595354,3.1841E-06,3.1841
2015,TN,Tennessee,East South Central,23,MPV,6595354,3.4873E-06,3.4873
2015,TN,Tennessee,East South Central,26,FE,6595354,3.9422E-06,3.9422
2015,TN,Tennessee,East South Central,24,FE_NV,6595354,3.6389E-06,3.6389
2016,TN,Tennessee,East South Central,22,WaPo,6651277,3.3076E-06,3.3076
2016,TN,Tennessee,East South Central,25,Guardian,6651277,3.7587E-06,3.7587
2016,TN,Tennessee,East South Central,25,MPV,6651277,3.7587E-06,3.7587
2016,TN,Tennessee,East South Central,36,FE,6651277,5.4125E-06,5.4125
2016,TN,Tennessee,East South Central,35,FE_NV,6651277,5.2621E-06,5.2621
2017,TN,Tennessee,East South Central,27,WaPo,6714748,4.0210E-06,4.0210
2017,TN,Tennessee,East South Central,28,MPV,6714748,4.1699E-06,4.1699
2017,TN,Tennessee,East South Central,38,FE,6714748,5.6592E-06,5.6592
2017,TN,Tennessee,East South Central,37,FE_NV,6714748,5.5103E-06,5.5103
2018,TN,Tennessee,East South Central,26,WaPo,6778180,3.8358E-06,3.8358
2018,TN,Tennessee,East South Central,27,MPV,6778180,3.9834E-06,3.9834
2018,TN,Tennessee,East South Central,44,FE,6778180,6.4914E-06,6.4914
2018,TN,Tennessee,East South Central,41,FE_NV,6778180,6.0488E-06,6.0488
2019,TN,Tennessee,East South Central,33,WaPo,6830325,4.8314E-06,4.8314
2019,TN,Tennessee,East South Central,33,MPV,6830325,4.8314E-06,4.8314
2019,TN,Tennessee,East South Central,50,FE,6830325,7.3203E-06,7.3203
2019,TN,Tennessee,East South Central,41,FE_NV,6830325,6.0026E-06,6.0026
2020,TN,Tennessee,East South Central,29,WaPo,6886834,4.2109E-06,4.2109
2020,TN,Tennessee,East South Central,27,MPV,6886834,3.9205E-06,3.9205
2020,TN,Tennessee,East South Central,52,FE,6886834,7.5506E-06,7.5506
2020,TN,Tennessee,East South Central,42,FE_NV,6886834,6.0986E-06,6.0986
2000,TX,Texas,West South Central,39,FE,20944499,1.8621E-06,1.8621
2000,TX,Texas,West South Central,33,FE_NV,20944499,1.5756E-06,1.5756
2001,TX,Texas,West South Central,37,FE,21319622,1.7355E-06,1.7355
2001,TX,Texas,West South Central,34,FE_NV,21319622,1.5948E-06,1.5948
2002,TX,Texas,West South Central,43,FE,21690325,1.9825E-06,1.9825
2002,TX,Texas,West South Central,39,FE_NV,21690325,1.7980E-06,1.7980
2003,TX,Texas,West South Central,44,FE,22030931,1.9972E-06,1.9972
2003,TX,Texas,West South Central,44,FE_NV,22030931,1.9972E-06,1.9972
2004,TX,Texas,West South Central,38,FE,22394023,1.6969E-06,1.6969
2004,TX,Texas,West South Central,35,FE_NV,22394023,1.5629E-06,1.5629
2005,TX,Texas,West South Central,112,FE,22778123,4.9170E-06,4.9170
2005,TX,Texas,West South Central,106,FE_NV,22778123,4.6536E-06,4.6536
2006,TX,Texas,West South Central,92,FE,23359580,3.9384E-06,3.9384
2006,TX,Texas,West South Central,87,FE_NV,23359580,3.7244E-06,3.7244
2007,TX,Texas,West South Central,125,FE,23831983,5.2451E-06,5.2451
2007,TX,Texas,West South Central,119,FE_NV,23831983,4.9933E-06,4.9933
2008,TX,Texas,West South Central,113,FE,24309039,4.6485E-06,4.6485
2008,TX,Texas,West South Central,97,FE_NV,24309039,3.9903E-06,3.9903
2009,TX,Texas,West South Central,110,FE,24801761,4.4352E-06,4.4352
2009,TX,Texas,West South Central,103,FE_NV,24801761,4.1529E-06,4.1529
2010,TX,Texas,West South Central,120,FE,25241897,4.7540E-06,4.7540
2010,TX,Texas,West South Central,109,FE_NV,25241897,4.3182E-06,4.3182
2011,TX,Texas,West South Central,109,FE,25645504,4.2503E-06,4.2503
2011,TX,Texas,West South Central,106,FE_NV,25645504,4.1333E-06,4.1333
2012,TX,Texas,West South Central,170,FE,26084120,6.5174E-06,6.5174
2012,TX,Texas,West South Central,144,FE_NV,26084120,5.5206E-06,5.5206
2013,TX,Texas,West South Central,103,MPV,26479646,3.8898E-06,3.8898
2013,TX,Texas,West South Central,213,FE,26479646,8.0439E-06,8.0439
2013,TX,Texas,West South Central,150,FE_NV,26479646,5.6647E-06,5.6647
2014,TX,Texas,West South Central,102,MPV,26963092,3.7829E-06,3.7829
2014,TX,Texas,West South Central,215,FE,26963092,7.9739E-06,7.9739
2014,TX,Texas,West South Central,152,FE_NV,26963092,5.6373E-06,5.6373
2015,TX,Texas,West South Central,100,WaPo,27468531,3.6405E-06,3.6405
2015,TX,Texas,West South Central,112,Guardian,27468531,4.0774E-06,4.0774
2015,TX,Texas,West South Central,112,MPV,27468531,4.0774E-06,4.0774
2015,TX,Texas,West South Central,197,FE,27468531,7.1718E-06,7.1718
2015,TX,Texas,West South Central,183,FE_NV,27468531,6.6622E-06,6.6622
2016,TX,Texas,West South Central,81,WaPo,27914064,2.9018E-06,2.9018
2016,TX,Texas,West South Central,93,Guardian,27914064,3.3317E-06,3.3317
2016,TX,Texas,West South Central,92,MPV,27914064,3.2958E-06,3.2958
2016,TX,Texas,West South Central,162,FE,27914064,5.8035E-06,5.8035
2016,TX,Texas,West South Central,149,FE_NV,27914064,5.3378E-06,5.3378
2017,TX,Texas,West South Central,69,WaPo,28291024,2.4389E-06,2.4389
2017,TX,Texas,West South Central,79,MPV,28291024,2.7924E-06,2.7924
2017,TX,Texas,West South Central,115,FE,28291024,4.0649E-06,4.0649
2017,TX,Texas,West South Central,102,FE_NV,28291024,3.6054E-06,3.6054
2018,TX,Texas,West South Central,85,WaPo,28624564,2.9695E-06,2.9695
2018,TX,Texas,West South Central,111,MPV,28624564,3.8778E-06,3.8778
2018,TX,Texas,West South Central,178,FE,28624564,6.2184E-06,6.2184
2018,TX,Texas,West South Central,139,FE_NV,28624564,4.8560E-06,4.8560
2019,TX,Texas,West South Central,108,WaPo,28986794,3.7258E-06,3.7258
2019,TX,Texas,West South Central,113,MPV,28986794,3.8983E-06,3.8983
2019,TX,Texas,West South Central,180,FE,28986794,6.2097E-06,6.2097
2019,TX,Texas,West South Central,149,FE_NV,28986794,5.1403E-06,5.1403
2020,TX,Texas,West South Central,81,WaPo,29360759,2.7588E-06,2.7588
2020,TX,Texas,West South Central,91,MPV,29360759,3.0994E-06,3.0994
2020,TX,Texas,West South Central,189,FE,29360759,6.4372E-06,6.4372
2020,TX,Texas,West South Central,141,FE_NV,29360759,4.8023E-06,4.8023
2000,UT,Utah,Mountain,4,FE,2244502,1.7821E-06,1.7821
2000,UT,Utah,Mountain,2,FE_NV,2244502,8.9107E-07,0.8911
2001,UT,Utah,Mountain,3,FE,2283715,1.3136E-06,1.3136
2001,UT,Utah,Mountain,3,FE_NV,2283715,1.3136E-06,1.3136
2002,UT,Utah,Mountain,5,FE,2324815,2.1507E-06,2.1507
2002,UT,Utah,Mountain,5,FE_NV,2324815,2.1507E-06,2.1507
2003,UT,Utah,Mountain,7,FE,2360137,2.9659E-06,2.9659
2003,UT,Utah,Mountain,7,FE_NV,2360137,2.9659E-06,2.9659
2004,UT,Utah,Mountain,7,FE,2401580,2.9147E-06,2.9147
2004,UT,Utah,Mountain,7,FE_NV,2401580,2.9147E-06,2.9147
2005,UT,Utah,Mountain,6,FE,2457719,2.4413E-06,2.4413
2005,UT,Utah,Mountain,4,FE_NV,2457719,1.6275E-06,1.6275
2006,UT,Utah,Mountain,5,FE,2525507,1.9798E-06,1.9798
2006,UT,Utah,Mountain,5,FE_NV,2525507,1.9798E-06,1.9798
2007,UT,Utah,Mountain,16,FE,2597746,6.1592E-06,6.1592
2007,UT,Utah,Mountain,15,FE_NV,2597746,5.7742E-06,5.7742
2008,UT,Utah,Mountain,10,FE,2663029,3.7551E-06,3.7551
2008,UT,Utah,Mountain,9,FE_NV,2663029,3.3796E-06,3.3796
2009,UT,Utah,Mountain,12,FE,2723421,4.4062E-06,4.4062
2009,UT,Utah,Mountain,10,FE_NV,2723421,3.6719E-06,3.6719
2010,UT,Utah,Mountain,14,FE,2775413,5.0443E-06,5.0443
2010,UT,Utah,Mountain,12,FE_NV,2775413,4.3237E-06,4.3237
2011,UT,Utah,Mountain,9,FE,2814797,3.1974E-06,3.1974
2011,UT,Utah,Mountain,9,FE_NV,2814797,3.1974E-06,3.1974
2012,UT,Utah,Mountain,8,FE,2854146,2.8029E-06,2.8029
2012,UT,Utah,Mountain,8,FE_NV,2854146,2.8029E-06,2.8029
2013,UT,Utah,Mountain,7,MPV,2898773,2.4148E-06,2.4148
2013,UT,Utah,Mountain,9,FE,2898773,3.1048E-06,3.1048
2013,UT,Utah,Mountain,8,FE_NV,2898773,2.7598E-06,2.7598
2014,UT,Utah,Mountain,18,MPV,2938327,6.1259E-06,6.1259
2014,UT,Utah,Mountain,28,FE,2938327,9.5292E-06,9.5292
